palabra,ico-m,ico-sd,palabra_noaccents
reconciliar,1.958,1.197,reconciliar
reconducir,1.381,0.865,reconducir
reconocer,2.565,1.754,reconocer
reconocible,2.286,1.648,reconocible
reconocimiento,2.55,1.82,reconocimiento
reconquistar,4.25,1.751,reconquistar
reconsiderar,3.19,2.112,reconsiderar
reconstrucción,3.636,2.013,reconstruccion
reconstruir,4.348,1.722,reconstruir
reconversión,1.818,1.22,reconversion
recopilación,2.591,1.843,recopilacion
recopilar,3.2,1.607,recopilar
recopilatorio,2.96,2.01,recopilatorio
récord,2.917,1.692,record
recordar,1.5,0.941,recordar
recordatorio,2.45,2.012,recordatorio
records,2.818,1.816,records
recorrer,3.045,1.786,recorrer
recorrido,2.96,2.031,recorrido
recortada,3.25,2.005,recortada
recortar,2.682,1.555,recortar
recreación,2.48,1.759,recreacion
recrear,3.45,1.905,recrear
recreativa,2.636,1.965,recreativa
recrudecimiento,1.417,0.669,recrudecimiento
recta,3.048,1.857,recta
rectangular,2.048,1.322,rectangular
rectificación,3.4,2.217,rectificacion
rectificar,1.562,1.031,rectificar
rectificativo,1.875,1.752,rectificativo
rectitud,3.56,1.895,rectitud
recto,4.091,2.202,recto
rector,1.938,1.181,rector
recubrimiento,3.619,1.658,recubrimiento
recubrir,3.88,1.856,recubrir
recuento,2.96,1.837,recuento
recuperación,3.32,1.865,recuperacion
recuperar,2.955,1.914,recuperar
recurrente,3.44,2.002,recurrente
recurrir,1.524,1.123,recurrir
red,3.087,1.998,red
redacción,2.64,1.912,redaccion
redactar,1.7,1.261,redactar
redactor,3.04,1.541,redactor
redefinir,1.857,1.352,redefinir
redención,2.833,2.014,redencion
redimir,2.188,1.109,redimir
redistribución,2.273,1.486,redistribucion
redoblar,2.909,1.601,redoblar
redonda,4.0,2.121,redonda
redondez,4.88,1.878,redondez
reducción,2.81,1.537,reduccion
reducir,2.739,1.764,reducir
reducto,2.421,1.742,reducto
redundancia,3.429,2.336,redundancia
redundar,2.65,1.663,redundar
reedición,2.714,1.586,reedicion
reelección,3.4,2.113,reeleccion
reembolso,4.32,1.773,reembolso
reemplazo,3.52,2.023,reemplazo
reencarnación,3.56,2.103,reencarnacion
reencuentro,4.0,1.893,reencuentro
reestructuración,3.182,1.943,reestructuracion
reestructurar,3.52,2.104,reestructurar
referencia,1.85,1.387,referencia
referendo,1.55,0.887,referendo
referéndum,2.35,1.694,referendum
referente,2.36,1.497,referente
refinamiento,3.217,2.173,refinamiento
reflector,3.565,1.472,reflector
refleja,2.7,1.658,refleja
reflejar,4.4,2.0,reflejar
reflexionar,3.32,2.193,reflexionar
reflexivo,2.636,1.497,reflexivo
reflujo,4.0,1.978,reflujo
reforestación,2.591,1.681,reforestacion
reforma,3.0,1.924,reforma
reformador,3.15,1.981,reformador
reformista,2.48,1.503,reformista
reforzamiento,2.545,1.654,reforzamiento
refracción,2.56,1.71,refraccion
refrán,2.75,2.049,refran
refrescar,3.44,1.71,refrescar
refresco,3.087,1.975,refresco
refriega,3.2,2.0,refriega
refrigeración,3.211,1.548,refrigeracion
refuerzo,3.0,1.607,refuerzo
refugiar,3.762,1.895,refugiar
refugio,3.44,2.162,refugio
refunfuñar,5.318,1.492,refunfunar
refutación,3.45,1.959,refutacion
refutar,3.048,1.884,refutar
regadío,3.087,1.952,regadio
regala,2.091,1.231,regala
regañadientes,2.611,1.914,reganadientes
regar,2.783,1.65,regar
regata,3.12,1.922,regata
regazo,1.524,0.68,regazo
regencia,2.455,1.819,regencia
regeneración,3.75,1.997,regeneracion
regenerar,4.095,1.972,regenerar
regente,2.5,1.472,regente
reggae,4.227,1.798,reggae
regia,2.211,1.653,regia
regidor,2.333,1.847,regidor
regimiento,1.81,1.167,regimiento
región,2.05,1.356,region
regional,3.625,1.837,regional
regionalismo,1.87,1.1,regionalismo
regionalista,3.0,1.658,regionalista
regir,3.208,1.956,regir
registrar,2.476,1.601,registrar
registro,2.72,1.696,registro
regla,2.88,1.691,regla
reglamentación,2.348,1.584,reglamentacion
reglamentar,2.72,1.595,reglamentar
reglamentario,2.44,1.609,reglamentario
reglamento,2.5,1.745,reglamento
regleta,2.579,1.805,regleta
regocijo,2.941,1.6,regocijo
regresar,2.714,1.821,regresar
regreso,1.864,1.246,regreso
regulación,3.36,2.079,regulacion
regulador,3.6,1.893,regulador
regular,2.381,1.499,regular
regularización,3.364,2.013,regularizacion
regularizar,2.04,1.62,regularizar
rehabilitación,3.32,2.015,rehabilitacion
rehabilitado,3.273,1.778,rehabilitado
rehabilitar,3.217,1.731,rehabilitar
rehacer,3.35,1.755,rehacer
rehusar,3.136,2.054,rehusar
reinado,3.522,1.729,reinado
reinante,4.19,2.04,reinante
reiniciar,2.826,1.899,reiniciar
reino,3.095,1.895,reino
reinserción,2.455,1.738,reinsercion
reintegración,2.857,1.652,reintegracion
reiteración,2.143,1.389,reiteracion
reiterar,2.8,1.958,reiterar
reivindicación,2.045,1.362,reivindicacion
reivindicar,1.955,1.362,reivindicar
reja,2.4,1.957,reja
rejas,3.36,1.846,rejas
rejilla,4.35,2.183,rejilla
relacional,1.381,1.024,relacional
relacionar,2.458,1.615,relacionar
relajante,4.143,1.878,relajante
relajar,3.524,1.914,relajar
relanzamiento,2.88,1.764,relanzamiento
relanzar,2.65,1.814,relanzar
relatar,3.273,1.907,relatar
relativa,2.714,1.521,relativa
relatividad,2.19,1.436,relatividad
relativismo,2.56,1.66,relativismo
relativista,2.56,1.873,relativista
relativo,2.16,1.546,relativo
relator,2.87,1.938,relator
relevante,2.8,2.021,relevante
relevo,2.875,1.825,relevo
relieve,3.64,2.039,relieve
religión,2.65,1.755,religion
religiosa,2.8,1.384,religiosa
religiosidad,2.24,1.393,religiosidad
reliquia,2.474,1.744,reliquia
rellano,3.083,1.863,rellano
rellenar,2.773,1.478,rellenar
relleno,3.826,2.188,relleno
relojero,2.714,1.848,relojero
reluciente,5.0,1.265,reluciente
relucir,2.87,1.74,relucir
remarcar,3.2,1.732,remarcar
rematar,4.167,2.22,rematar
remate,3.217,1.731,remate
remediar,2.737,1.522,remediar
remedio,2.238,1.3,remedio
remisión,2.222,1.478,remision
remitir,2.875,1.624,remitir
remo,2.1,1.619,remo
remodelación,2.955,2.035,remodelacion
remolacha,1.571,0.978,remolacha
remolcador,2.65,1.755,remolcador
remolino,4.667,1.623,remolino
remolque,4.04,1.814,remolque
remonta,3.217,2.131,remonta
remontar,1.476,1.167,remontar
remordimiento,2.6,1.875,remordimiento
remoto,3.208,1.841,remoto
remuneración,2.682,1.961,remuneracion
renacentista,2.739,1.738,renacentista
renacimiento,2.36,1.823,renacimiento
renal,2.571,1.832,renal
rencor,3.143,2.104,rencor
rendición,2.16,1.546,rendicion
rendija,3.68,1.887,rendija
rendimiento,2.5,1.719,rendimiento
rendir,2.44,1.873,rendir
renegar,2.667,1.528,renegar
renglón,3.04,1.925,renglon
renombrado,3.2,1.795,renombrado
renombre,2.619,2.133,renombre
renovable,4.381,1.91,renovable
renovación,2.333,1.592,renovacion
renta,2.227,1.51,renta
rentabilidad,2.857,2.151,rentabilidad
rentable,2.0,1.69,rentable
renuncia,2.0,1.378,renuncia
renunciar,2.5,1.504,renunciar
reñir,3.476,1.778,renir
reo,3.682,2.378,reo
reojo,3.263,2.232,reojo
reorganización,2.348,1.465,reorganizacion
reorganizar,3.125,1.825,reorganizar
reorientación,3.52,2.201,reorientacion
reparación,3.167,1.761,reparacion
reparar,3.571,1.859,reparar
reparo,2.6,1.729,reparo
repartición,2.2,1.765,reparticion
repartidor,3.208,1.956,repartidor
repartir,2.81,1.75,repartir
reparto,2.381,1.658,reparto
repasar,3.52,1.759,repasar
repaso,3.565,2.428,repaso
repatriación,2.55,1.932,repatriacion
repeler,2.591,1.736,repeler
repente,2.762,1.786,repente
repentina,3.2,2.093,repentina
repercusión,2.2,1.399,repercusion
repercutir,3.476,2.04,repercutir
repertorio,1.652,1.112,repertorio
repetición,3.857,1.982,repeticion
repetidora,2.381,1.83,repetidora
repetir,3.76,2.385,repetir
replantear,2.227,1.744,replantear
repleto,4.04,1.881,repleto
replicación,3.455,1.711,replicacion
replicar,4.0,1.826,replicar
repliegue,2.091,1.477,repliegue
repoblación,2.364,1.677,repoblacion
repollo,2.217,1.678,repollo
reponer,3.96,1.767,reponer
reportaje,3.28,2.031,reportaje
reportar,2.286,1.384,reportar
reporte,1.957,1.147,reporte
reportero,2.739,1.936,reportero
reposapiés,3.56,1.895,reposapies
reposar,3.81,1.861,reposar
reposición,2.762,1.786,reposicion
reposo,3.76,1.877,reposo
repostería,1.095,0.301,reposteria
represa,1.833,1.043,represa
represalia,2.409,1.532,represalia
representación,3.04,1.859,representacion
representante,3.08,2.159,representante
representar,3.522,1.974,representar
representatividad,3.762,2.022,representatividad
representativo,2.8,1.826,representativo
represiva,2.857,1.682,represiva
reprimir,2.65,1.725,reprimir
reprobación,2.64,1.44,reprobacion
reprochar,3.48,1.61,reprochar
reproche,2.826,1.825,reproche
reproducción,2.905,2.143,reproduccion
reproducir,4.05,2.188,reproducir
reproductiva,2.905,1.814,reproductiva
reproductor,3.421,1.805,reproductor
república,2.952,1.987,republica
republicanismo,2.312,1.448,republicanismo
republicano,3.19,2.294,republicano
repudiar,2.7,1.559,repudiar
repudio,2.286,1.554,repudio
repulsa,3.8,1.958,repulsa
repunte,2.824,2.038,repunte
requerimiento,1.905,1.261,requerimiento
requerir,1.8,1.384,requerir
requisito,2.333,1.606,requisito
res,2.444,1.653,res
resaltar,3.304,2.245,resaltar
resbalar,4.0,1.826,resbalar
resentimiento,2.68,1.376,resentimiento
resentir,2.261,1.63,resentir
reseña,2.286,1.521,resena
reseñar,2.64,1.497,resenar
reserva,2.273,1.352,reserva
reservar,3.12,1.833,reservar
resfriado,2.375,1.61,resfriado
resguardo,2.476,1.887,resguardo
residencia,2.458,1.351,residencia
residencial,2.682,1.862,residencial
residente,2.304,1.428,residente
residir,2.217,1.536,residir
residual,2.524,1.569,residual
residuo,2.364,1.497,residuo
resignación,3.583,1.954,resignacion
resignada,2.84,1.65,resignada
resignar,2.696,1.917,resignar
resina,2.48,2.104,resina
resistencia,2.682,1.912,resistencia
resistente,4.25,2.251,resistente
resistir,2.864,1.67,resistir
resolución,3.85,1.755,resolucion
resolver,2.5,1.573,resolver
resonancia,3.24,1.665,resonancia
resonante,3.0,1.414,resonante
resonar,4.696,1.769,resonar
resorte,3.957,1.988,resorte
respaldar,2.48,1.358,respaldar
respaldo,2.32,1.406,respaldo
respectar,1.909,1.601,respectar
respectivo,2.875,1.597,respectivo
respecto,2.375,1.715,respecto
respetable,3.88,1.965,respetable
respiratorio,3.4,1.756,respiratorio
respiro,3.1,2.269,respiro
resplandecer,3.091,1.411,resplandecer
resplandeciente,3.2,2.141,resplandeciente
resplandor,3.85,1.694,resplandor
responder,3.44,1.805,responder
responsabilidad,2.818,1.842,responsabilidad
responsabilizar,2.227,1.688,responsabilizar
responsable,2.88,2.068,responsable
resquicio,2.0,1.414,resquicio
resta,2.952,1.802,resta
restablecer,2.238,1.786,restablecer
restablecimiento,2.455,1.792,restablecimiento
restante,2.318,1.393,restante
restar,3.36,2.177,restar
restauración,2.174,1.466,restauracion
restaurador,3.957,2.585,restaurador
restaurar,3.609,1.672,restaurar
restitución,2.294,1.532,restitucion
restituir,1.667,1.278,restituir
resto,2.68,1.435,resto
restricción,3.381,1.774,restriccion
restrictiva,2.652,1.584,restrictiva
restringir,2.95,1.638,restringir
resucitar,2.773,2.045,resucitar
resultado,2.36,1.655,resultado
resultante,2.36,1.319,resultante
resultar,1.955,1.495,resultar
resumen,2.091,1.306,resumen
resumida,2.364,1.529,resumida
resurgimiento,4.0,1.803,resurgimiento
resurgir,3.391,2.061,resurgir
resurrección,2.45,1.504,resurreccion
retablo,3.05,1.605,retablo
retaguardia,2.208,1.062,retaguardia
retar,2.857,1.957,retar
retardo,3.32,1.626,retardo
retén,3.5,1.845,reten
retención,3.76,1.589,retencion
retener,3.095,1.758,retener
reticencia,2.333,1.592,reticencia
reticente,2.56,1.758,reticente
retina,3.12,1.9,retina
retintín,6.0,1.378,retintin
retirada,2.476,1.365,retirada
retirar,2.826,1.696,retirar
retiro,2.05,1.356,retiro
reto,2.048,1.596,reto
retomar,2.826,1.8,retomar
retornar,2.84,1.463,retornar
retorno,2.571,1.69,retorno
retransmisión,3.44,2.274,retransmision
retrasado,3.8,1.871,retrasado
retrasar,3.28,1.815,retrasar
retraso,2.571,1.599,retraso
retratar,2.095,1.446,retratar
retribución,2.2,1.708,retribucion
retroalimentación,3.19,2.015,retroalimentacion
retroceder,4.05,1.731,retroceder
retroceso,3.16,1.886,retroceso
retrospectiva,3.364,2.036,retrospectiva
retumbar,3.32,2.322,retumbar
reuma,2.737,1.727,reuma
reunificación,3.25,1.962,reunificacion
reunir,3.167,1.633,reunir
reutilización,3.6,1.847,reutilizacion
revalorización,3.208,1.978,revalorizacion
revancha,4.24,1.665,revancha
revelador,2.364,1.364,revelador
revelar,2.875,1.541,revelar
reverencia,2.952,1.884,reverencia
reversible,3.762,1.729,reversible
reversión,2.591,2.016,reversion
reverso,2.8,1.936,reverso
revertir,2.75,1.888,revertir
revestimiento,3.458,1.865,revestimiento
revestir,2.55,1.791,revestir
revisada,2.524,1.401,revisada
revisar,3.24,2.087,revisar
revisión,2.64,1.655,revision
revista,2.059,1.519,revista
revistero,2.261,1.936,revistero
revitalización,2.579,1.216,revitalizacion
revitalizar,3.333,2.129,revitalizar
revocación,2.789,2.043,revocacion
revocar,2.263,1.661,revocar
revolucionar,3.333,1.713,revolucionar
revolucionario,3.36,2.215,revolucionario
revuelo,2.9,1.294,revuelo
revuelto,2.96,2.01,revuelto
rezo,2.92,1.977,rezo
rezongar,4.833,2.149,rezongar
ría,3.8,2.167,ria
riachuelo,4.714,1.707,riachuelo
riada,3.261,1.982,riada
ribera,3.76,2.127,ribera
riega,3.083,1.886,riega
rienda,2.167,1.551,rienda
rifa,3.0,2.179,rifa
rifar,2.72,2.072,rifar
rifirrafe,4.571,1.912,rifirrafe
rigidez,4.3,2.155,rigidez
rigor,2.68,1.464,rigor
riguroso,3.4,1.958,riguroso
rima,4.35,1.899,rima
rincón,2.591,1.992,rincon
rinconera,3.632,1.921,rinconera
rinitis,2.8,1.656,rinitis
riñón,3.16,2.357,rinon
rio,4.16,2.375,rio
riojano,3.12,2.128,riojano
rítmica,4.88,1.943,ritmica
ritmo,4.48,1.917,ritmo
rito,2.895,1.761,rito
ritual,3.3,2.203,ritual
rivera,2.739,1.888,rivera
robar,3.857,1.982,robar
roble,3.333,2.153,roble
robot,4.87,2.029,robot
robustez,4.3,1.809,robustez
roce,3.4,2.257,roce
rocío,2.92,2.139,rocio
rock,5.48,1.661,rock
rockero,4.789,1.751,rockero
rococó,5.08,1.847,rococo
rocoso,4.737,2.051,rocoso
rodaballo,1.667,1.354,rodaballo
rodaje,3.375,1.952,rodaje
rodante,4.64,1.8,rodante
rodar,3.6,2.137,rodar
rodear,3.818,1.991,rodear
rodeo,4.4,2.082,rodeo
rodilla,3.2,2.217,rodilla
rodillas,2.64,1.655,rodillas
rodillo,2.64,2.018,rodillo
roedores,3.636,1.941,roedores
roer,2.591,2.282,roer
rojiblanco,3.08,2.06,rojiblanco
rojizo,3.6,2.082,rojizo
rol,2.684,1.827,rol
rollo,3.429,1.777,rollo
roma,2.826,2.188,roma
romance,2.739,1.544,romance
románico,2.682,1.81,romanico
romanización,1.476,0.981,romanizacion
romano,2.88,2.088,romano
romántica,2.952,1.987,romantica
romería,3.0,1.848,romeria
romero,2.4,1.732,romero
rompimiento,2.667,1.239,rompimiento
ron,3.08,2.197,ron
ronca,4.84,2.304,ronca
roncar,5.45,2.064,roncar
ronda,2.0,1.48,ronda
rondar,3.261,1.959,rondar
rondó,1.368,0.831,rondo
ronronear,6.143,1.195,ronronear
roña,4.0,1.732,rona
ropero,2.8,1.576,ropero
roque,3.1,1.889,roque
rosada,4.12,1.716,rosada
rosado,4.6,2.062,rosado
rosal,3.583,2.339,rosal
rosario,2.609,1.725,rosario
rosas,3.737,2.182,rosas
rosca,3.958,1.805,rosca
rostro,1.429,0.746,rostro
rota,2.739,1.815,rota
rotativo,4.56,1.66,rotativo
rotonda,4.28,2.17,rotonda
rotor,3.045,2.171,rotor
rotuladores,3.174,1.899,rotuladores
rótulo,2.958,2.032,rotulo
rotundidad,3.455,1.896,rotundidad
rotundo,4.417,2.041,rotundo
rozar,3.478,2.064,rozar
rubeola,2.773,1.688,rubeola
rubí,3.083,1.886,rubi
rubia,1.727,1.12,rubia
rublo,2.167,1.425,rublo
rubor,3.545,2.11,rubor
rudeza,2.96,1.947,rudeza
rudimentaria,3.0,1.769,rudimentaria
ruedas,3.682,2.056,ruedas
ruedo,3.792,2.245,ruedo
rugby,3.44,2.063,rugby
rugir,5.7,1.302,rugir
ruidosa,4.625,1.929,ruidosa
ruina,3.4,1.732,ruina
ruinoso,3.625,1.789,ruinoso
ruleta,4.524,1.965,ruleta
rumano,2.5,1.85,rumano
rumba,2.955,2.126,rumba
rumbo,3.043,1.665,rumbo
rumor,4.16,1.93,rumor
runrún,6.44,1.294,runrun
rupestre,2.64,1.705,rupestre
rupia,2.941,1.713,rupia
rusia,2.81,1.965,rusia
ruta,3.682,2.191,ruta
rutina,2.857,1.878,rutina
rutinaria,3.136,1.859,rutinaria
sábado,2.783,2.255,sabado
sabana,2.72,1.696,sabana
sábana,2.381,1.802,sabana
sabandija,3.682,1.836,sabandija
saber,3.4,2.041,saber
sabia,1.714,1.146,sabia
sabiendas,1.778,1.263,sabiendas
sable,3.15,1.954,sable
saborear,4.143,2.007,saborear
sabotaje,2.714,1.736,sabotaje
sabrosa,4.435,1.95,sabrosa
sacacorchos,4.2,2.102,sacacorchos
sacada,2.304,1.55,sacada
sacar,3.19,1.662,sacar
sacerdocio,3.059,1.676,sacerdocio
sacerdotal,2.68,2.015,sacerdotal
sacerdotisa,2.7,2.13,sacerdotisa
saciar,2.522,1.755,saciar
sacramentar,2.348,1.613,sacramentar
sacramento,1.571,0.978,sacramento
sacrilegio,1.81,1.123,sacrilegio
sacrílego,2.96,1.744,sacrilego
sacristán,2.318,1.427,sacristan
sacristía,2.478,1.504,sacristia
sacro,2.6,1.847,sacro
sacudir,4.72,2.052,sacudir
saga,2.76,2.047,saga
sagacidad,2.0,1.483,sagacidad
sagaz,2.909,1.925,sagaz
sagrado,3.0,1.944,sagrado
saharaui,2.5,1.751,saharaui
sake,2.056,1.765,sake
sal,3.36,2.158,sal
sala,1.917,1.501,sala
salarial,2.625,1.61,salarial
salchicha,2.318,1.887,salchicha
saldar,2.417,1.442,saldar
saldo,2.6,1.756,saldo
salero,4.96,2.15,salero
salida,2.952,1.774,salida
saliente,2.833,1.81,saliente
salinidad,3.08,1.935,salinidad
salita,3.083,1.976,salita
salitre,2.588,1.873,salitre
saliva,3.792,2.105,saliva
salmo,2.118,1.317,salmo
salmón,2.28,1.72,salmon
salmonela,3.4,2.041,salmonela
salmonelosis,2.524,1.721,salmonelosis
salmones,2.364,1.965,salmones
salmonete,3.72,1.568,salmonete
salón,4.08,1.977,salon
salsa,3.72,2.17,salsa
salsera,3.429,1.912,salsera
saltar,3.682,1.937,saltar
salubridad,2.304,1.396,salubridad
saludable,3.167,2.14,saludable
salvación,1.714,1.007,salvacion
salvado,3.053,1.87,salvado
salvadoreño,2.625,1.962,salvadoreno
salvaguardar,3.0,1.871,salvaguardar
salvaguardia,2.522,1.534,salvaguardia
salvamento,3.045,1.647,salvamento
salve,3.08,1.754,salve
salvedad,2.261,1.421,salvedad
samba,4.667,2.057,samba
san,2.941,2.106,san
sanar,2.32,1.492,sanar
sanatorio,3.0,1.888,sanatorio
sanción,3.609,2.083,sancion
sancionador,2.409,1.764,sancionador
sandalias,2.143,1.236,sandalias
sandía,3.12,2.205,sandia
sandwichera,2.762,2.047,sandwichera
saneamiento,3.3,2.08,saneamiento
sanear,2.636,2.013,sanear
sangrado,4.375,2.102,sangrado
sangría,4.048,1.857,sangria
sangrienta,3.364,1.733,sangrienta
sanguinario,3.182,1.967,sanguinario
sanguíneo,2.84,1.93,sanguineo
sanitaria,3.6,2.021,sanitaria
santa,2.381,1.687,santa
santidad,2.857,1.852,santidad
santoral,3.136,1.807,santoral
santuario,3.381,1.857,santuario
saña,2.8,1.74,sana
sapiens,2.682,2.056,sapiens
saquear,2.591,1.709,saquear
saqueo,3.92,1.824,saqueo
sarasa,3.15,1.814,sarasa
sarcasmo,2.286,1.419,sarcasmo
sarcástico,3.053,1.929,sarcastico
sarcófago,4.333,1.685,sarcofago
sardana,2.875,1.895,sardana
sardina,1.833,1.308,sardina
sargento,3.348,1.921,sargento
sarna,3.333,2.497,sarna
sartén,2.167,1.341,sarten
satélite,3.55,2.139,satelite
satén,1.909,1.269,saten
sátira,2.727,1.932,satira
satírico,2.56,1.417,satirico
satisfacer,1.955,1.588,satisfacer
satisfactoria,3.783,1.858,satisfactoria
saturación,2.727,2.051,saturacion
sauce,2.36,1.705,sauce
saudí,2.36,1.705,saudi
savia,2.35,1.631,savia
saxo,3.391,2.105,saxo
saxofón,3.227,2.245,saxofon
saxofonista,4.136,2.031,saxofonista
sazón,2.409,1.736,sazon
sea,1.7,0.979,sea
sebo,2.826,1.775,sebo
secado,2.64,2.119,secado
secano,3.826,1.875,secano
secar,2.8,1.765,secar
secesión,1.35,0.813,secesion
secreción,2.909,1.925,secrecion
secreta,3.208,2.043,secreta
secretar,3.773,1.95,secretar
secretaría,1.864,1.521,secretaria
secretismo,3.545,2.064,secretismo
secreto,3.842,2.089,secreto
secta,3.042,1.989,secta
sector,2.72,1.72,sector
sectorial,2.917,2.125,sectorial
secuela,2.88,1.641,secuela
secuencia,1.792,0.932,secuencia
secuencial,3.48,1.636,secuencial
secundar,1.905,1.221,secundar
secundaria,3.48,1.896,secundaria
secundario,2.375,1.929,secundario
secuoya,3.5,1.956,secuoya
sedación,2.792,2.064,sedacion
sede,1.68,1.345,sede
sediento,2.286,1.419,sediento
sedimentación,2.565,1.308,sedimentacion
sedimento,2.619,1.596,sedimento
seductora,2.909,1.743,seductora
segmentación,2.952,1.962,segmentacion
segmento,2.476,1.632,segmento
segregación,3.0,1.758,segregacion
seguida,1.381,0.74,seguida
seguidor,2.52,1.735,seguidor
seguimiento,2.609,1.588,seguimiento
seguir,2.85,2.159,seguir
según,1.75,1.422,segun
segunda,2.318,2.079,segunda
segundo,3.44,2.382,segundo
seísmo,3.714,1.953,seismo
selección,2.783,2.066,seleccion
seleccionador,2.409,1.532,seleccionador
seleccionar,1.476,1.123,seleccionar
selectiva,3.28,1.768,selectiva
